nombre,edad,altura,peso,posiciones,pie preferido,velocidad,disparo,pase,manejo,defensa,estado fisico
Adrian Dumitru Popa,30,170,76,RM,Derecho,75,58,60,68,44,54
김남춘 金南春,30,184,78,"CB, LB",Derecho,42,23,50,36,63,74
Dillon Powers,28,180,80,CM,Derecho,57,62,66,65,58,65
이광선 李光善,29,192,89,"ST, CB",Derecho,59,61,48,59,54,81
Hazaa Ibrahim Al Hazaa,27,176,64,"ST, LM",Derecho,77,62,43,63,21,59
Chris Erskine,32,185,76,"CAM, RM, ST",Izquierdo,64,63,61,68,28,57
Iván Vásquez,33,170,70,"CM, CDM",Derecho,36,44,67,61,58,62
Diego Fernando Chica López,38,175,70,"CDM, CM",Izquierdo,50,54,65,68,61,58
Fabio Enrique Castillo Choco,29,174,70,"LB, RM",Izquierdo,68,37,54,61,63,62
Luis Alejandro Paz Mulato,30,175,70,CDM,Derecho,65,54,59,60,63,62
Sergio Esteban Romero Méndez,30,175,70,ST,Derecho,69,62,63,67,38,52
Rene Alexis Bugueño Zenteno,31,175,74,"RB, CB",Derecho,66,43,52,63,59,75
Darwin Guillermo López Tobías,27,176,74,"RM, ST",Derecho,75,61,58,65,35,64
Andrés Mauricio Restrepo Gómez,38,174,70,CDM,Derecho,46,46,62,63,64,64
Luis Hernán Mosquera Chamorro,30,175,68,LB,Izquierdo,66,61,63,60,63,68
Lewis Alexander Ochoa Cassiani,34,174,70,RB,Derecho,66,54,61,63,62,65
Alejandro Bernal Ríos,31,184,80,"CDM, CM",Derecho,53,41,61,60,60,76
Gabriel Hachen,28,165,62,ST,Derecho,79,62,53,72,25,43
Misael Dávila,27,172,69,"CM, LB, LM",Izquierdo,82,65,65,65,54,61
Gilli Rólantsson Sørensen,26,187,82,"LW, RB, LB",Derecho,82,61,62,64,59,71
Radoslav Dimitrov,30,174,74,RB,Derecho,62,45,52,58,64,64
Lasse Nielsen,32,188,76,CB,Derecho,53,31,40,37,64,70
Michael Lepe,28,179,77,"CM, CDM, CAM",Derecho,49,38,64,59,59,72
Gabriel Vargas,35,173,74,ST,Derecho,58,64,52,63,27,56
彭欣力,27,176,62,"CM, CAM, LM",Izquierdo,82,56,63,67,62,69
Gustavo Ramón Mencia Dávalos,30,179,78,CB,Izquierdo,60,30,56,57,64,67
Luis Antonio Pavez Contreras,31,175,69,"CDM, CM",Derecho,56,45,54,60,65,66
Luciano Nequecaur,26,192,87,ST,Derecho,33,68,49,52,29,69
Christophe Diedhiou,31,191,76,CB,Derecho,65,26,36,39,65,70
Luis Alberto Tipton Palacio,26,183,78,LB,Izquierdo,75,48,63,60,61,74
Ryan Hollingshead,28,185,82,"LB, RB, RM",Derecho,58,60,60,65,66,71
Harry Shipp,27,175,66,"LM, RM, CAM",Derecho,52,62,67,69,46,56
곽해성 Hae Seong Kwak,27,178,73,RB,Derecho,70,48,52,64,62,70
Patrick Mullins,27,185,80,ST,Izquierdo,60,64,43,61,29,65
안용우 安庸佑,27,177,69,"RM, LM",Izquierdo,75,59,62,66,35,63
Jan Zwischenbrugger,29,187,80,"CB, CDM",Derecho,62,46,55,55,64,69
宋博轩,29,180,73,"LM, LB, RM",Izquierdo,75,47,63,66,44,61
范云龙,30,180,75,CM,Derecho,73,51,66,68,51,71
丁海峰,27,182,71,"LWB, LM, LB",Izquierdo,79,45,64,68,57,62
谢鹏飞,26,181,73,"LM, RM",Izquierdo,77,62,57,67,46,67
박대한 朴大韩,28,173,70,LB,Derecho,76,28,55,65,61,63
Marc Kibong Mbamba,30,176,70,"CDM, CM",Derecho,72,60,59,67,59,71
Kevin Vermeulen,28,188,71,CAM,Derecho,50,63,60,64,54,67
Ibréhima Coulibaly,29,183,68,"CDM, CM",Derecho,56,41,55,58,63,74
Mouaad Madri,29,176,65,"CAM, ST",Derecho,73,60,60,66,26,57
Claudio Jopia,27,174,75,LB,Izquierdo,74,48,60,66,61,73
Borja Lázaro Fernández,31,188,83,ST,Derecho,39,65,46,57,32,72
Florian Jamnig,28,183,70,"RM, CF",Derecho,82,62,60,63,33,57
Mario  Ebenhofer,26,180,73,LM,Izquierdo,73,57,62,65,39,57
Tom Pett,27,173,70,"CAM, CM, LM",Derecho,72,58,61,68,48,54
Yang Xu,32,172,65,"LM, RM",Izquierdo,61,63,63,67,48,63
Raúl Castro,29,181,70,"CDM, CM",Derecho,59,34,57,60,64,51
Leonardo Enrique Saldaña Carvajal,29,170,66,LB,Izquierdo,83,48,58,62,60,56
John Edison García Zabala,30,186,85,CB,Derecho,44,24,38,36,62,72
Łukasz Sekulski,28,187,78,ST,Derecho,74,62,39,63,26,70
James Clarke,29,183,84,"CB, RB",Derecho,65,44,52,55,63,74
Guillermo Alfonso Pacheco Tudela,30,181,76,RB,Derecho,81,28,56,59,62,70
Sidnei Adrián Dalmeira Nunes,31,185,76,CB,Derecho,64,36,43,56,65,66
Marcelo Emanuel Vildeia Maia,35,172,69,ST,Derecho,84,62,49,69,30,51
Benjamin Chris Muscato Selva,27,182,71,CB,Derecho,62,38,47,46,66,68
Henrique Alex Jardinel Zonta,31,175,71,"CDM, CM",Derecho,60,45,63,64,61,61
Paulo Bernard Zanon Regalo,27,186,80,CDM,Derecho,60,49,48,43,68,76
Ioan Hora,30,182,81,ST,Derecho,72,65,62,62,46,64
Roque Alfredo Caballero Marecos,28,183,80,ST,Izquierdo,61,64,43,60,23,66
Moses Ogbu,28,185,78,"ST, CAM",Derecho,75,60,57,65,39,72
石原 直樹,34,173,62,"ST, CF, RW",Derecho,55,67,57,64,31,57
蜂須賀 孝治,28,180,75,"RB, RM",Derecho,71,40,57,60,60,77
오재석 吴宰硕,29,178,74,"RB, LB, RM",Derecho,55,34,46,56,67,68
泉泽 仁,27,165,63,LM,Derecho,69,60,62,70,40,55
Alexis Hinestroza,30,180,81,CDM,Derecho,58,33,58,51,61,78
髙山 薫,30,174,67,"LM, CF, RM",Derecho,73,61,59,66,32,64
赤﨑 秀平,27,174,70,ST,Derecho,64,63,59,64,30,65
Hiroyuki Takasaki,33,188,78,ST,Derecho,48,65,56,58,27,70
Georgi Kostadinov,28,185,75,CDM,Derecho,61,40,56,51,64,67
Guillaume Heinry,29,187,78,"CAM, ST, CM",Derecho,62,61,67,62,53,63
Michael Ambichl,28,178,72,"CM, CDM",Derecho,63,53,63,64,57,65
Nito Wagner Carbelho Inácio,27,181,75,"ST, CAM",Derecho,74,62,57,66,34,60
Davide Djily Diaw,27,191,76,"ST, RW",Derecho,75,63,51,61,23,65
Niklas Busch Thor,33,180,82,"CDM, CM",Izquierdo,53,48,62,62,59,69
河井 陽介,29,166,59,"CM, CDM, CAM",Derecho,62,58,64,66,59,55
竹内 涼,28,173,66,"CM, CDM",Derecho,65,60,62,63,63,72
Roel Janssen,29,179,80,LB,Izquierdo,55,40,59,61,64,66
Kai Gehring,31,193,85,CB,Derecho,42,25,40,45,62,78
Martin Röser,28,181,75,"LM, LW",Derecho,81,60,63,64,34,62
René Eckardt,29,179,70,"CM, LM, RM",Derecho,67,59,65,65,49,61
Amedej Vetrih,28,181,75,"CM, CDM",Derecho,68,54,63,63,55,70
Fabian Torres,30,180,78,CB,Derecho,55,27,49,43,64,72
Andri Rúnar Bjarnason,28,193,82,ST,Derecho,70,64,49,63,28,71
Stephane Acka,28,182,73,CB,Derecho,63,31,44,43,64,71
Ben Motshwari,28,172,66,"CM, CAM, RW",Derecho,76,56,66,68,49,53
Linda Mntambo,30,178,73,"CAM, CM, LW",Derecho,72,58,65,68,47,62
Ante Erceg,29,180,76,ST,Derecho,69,63,51,64,29,66
Carlos Valverde Doblado,34,174,67,RM,Derecho,79,59,59,65,22,49
Luis Alfonso Ledesma Galán,30,185,77,"ST, LM",Derecho,69,63,52,58,24,72
Keaghan Jacobs,29,173,69,CM,Derecho,63,50,65,62,57,69
Florian Buchacher,31,184,79,"LWB, LM, LB",Izquierdo,73,51,55,58,60,74
馬渡 和彰,28,175,70,"RB, LB",Derecho,70,47,58,63,62,64
Gabriel Compagnucci,27,178,73,RM,Derecho,76,58,60,62,29,57
Masaki Iida,33,187,82,CB,Derecho,36,43,38,34,63,77
Johnny Furdal,33,183,67,CM,Derecho,58,62,68,68,34,50
Rei Matsumoto,31,175,68,"RM, RWB, LM",Derecho,82,52,61,63,54,61
Delio Ojeda,33,182,80,CB,Derecho,55,32,37,44,65,65
田中 達也,27,172,69,"RM, LM",Derecho,82,57,60,64,53,59
Linas Klimavicius,30,191,85,CB,Derecho,43,23,29,32,65,78
Pierre Ruffaut,32,182,77,"CM, CAM",Derecho,62,66,65,64,45,63
Jon Ander Pérez Ruiz,29,184,78,ST,Izquierdo,56,66,42,54,21,78
Cristian Cherchez,28,183,65,CAM,Derecho,68,66,61,66,32,60
Mauro Fernández,30,175,74,RM,Derecho,58,65,63,67,30,42
Abdelaziz Ali Guechi,28,190,72,CB,Derecho,48,21,44,40,67,63
Joálisson Santos Oliveira,28,172,69,LW,Derecho,77,63,58,67,28,61
Toyofumi Sakano,29,181,81,ST,Derecho,60,65,50,61,30,64
Ass Mandaw Sy,30,191,86,CB,Derecho,55,28,40,39,66,69
Troy Parrott,17,175,72,ST,Derecho,76,64,53,62,26,58
Roberto Piccoli,18,183,78,ST,Derecho,55,63,47,57,34,63
Rhian Brewster,19,180,75,ST,Derecho,77,63,53,65,19,55
Willem Geubbels,17,185,72,ST,Derecho,84,62,53,64,26,53
Harry Cochrane,18,178,62,"CM, CDM, CAM",Derecho,67,55,62,69,53,51
Deiber Jair Caicedo Mideros,19,166,65,RM,Derecho,79,45,56,73,31,48
Enzo Loiodice,18,176,60,"CM, CDM",Izquierdo,56,45,59,70,56,47
Ellis Simms,18,183,73,ST,Derecho,77,64,50,59,25,58
Glenn Middleton,19,176,68,LW,Izquierdo,86,53,56,68,28,50
Lenny Pintor,18,179,66,"ST, LW",Derecho,75,63,49,68,27,49
Rafael Euclides Soares Camacho,19,175,65,"RW, LW",Derecho,74,56,58,67,47,55
Edwin Cerrillo,18,178,82,"CDM, CM",Derecho,67,43,58,55,59,68
Cyrill Akono,19,190,78,"ST, CF",Izquierdo,68,63,50,62,28,66
Rayan Aït Nouri,18,179,70,LB,Izquierdo,68,42,58,65,62,50
Benjamin Nygren,17,184,73,"CAM, ST, RW",Izquierdo,63,60,58,65,20,57
Alhassan Yusuf,18,175,66,"CM, CDM",Derecho,79,41,60,67,58,72
Juan Manuel Sanabria,19,173,70,"RM, LM, CM",Izquierdo,71,57,63,66,46,51
Isaac Lihadji,17,177,70,RW,Izquierdo,78,57,57,70,23,43
Yunus Akgün,18,173,65,"RM, ST, RW",Izquierdo,80,62,56,67,23,39
Martín Ismael Payero,20,182,78,CM,Derecho,60,52,60,66,59,67
André Anderson Pomilio Lima,19,180,78,CF,Derecho,72,59,60,68,25,49
Mikhail Ignatov,19,184,74,CAM,Derecho,66,51,64,65,45,51
Mateu Jaume Morey Bauzá,19,173,67,RB,Derecho,76,45,59,69,57,52
Jovan Marković,18,183,75,ST,Derecho,76,59,44,60,22,79
Tom Bayliss,20,183,78,"CM, CDM, RM",Derecho,71,49,63,70,52,65
Abou Ouattara,19,176,70,"RM, ST, LM",Derecho,77,56,54,68,32,53
Leonardo Julián Balerdi Rossa,20,187,76,CB,Derecho,66,30,47,49,64,67
Charles Abi,19,187,71,"LW, ST",Izquierdo,79,59,55,66,21,55
Danny Pérez,19,179,66,"RM, RW",Derecho,73,56,58,66,36,64
Jonathan Burkardt,18,181,76,"ST, LW",Derecho,72,60,53,71,25,59
Haissem Hassan,17,177,71,LW,Izquierdo,79,57,56,69,26,47
Alexander Díaz,19,172,73,ST,Derecho,70,60,47,65,23,58
Facundo Mura,20,171,74,"RB, LB",Derecho,73,51,46,64,64,60
Brenden Aaronson,18,173,65,"CAM, CM",Derecho,72,48,60,67,36,50
Dejan Kulusevski,19,186,75,CM,Izquierdo,59,51,61,65,55,54
Maksim Glushenkov,19,179,68,RW,Izquierdo,74,61,58,65,28,42
Cheikh Niasse,19,188,69,"CDM, CB",Derecho,58,44,56,60,62,64
Virgiliu Postolachi,19,189,80,ST,Derecho,53,65,48,60,31,71
Adrian Stanilewicz,19,181,70,"CM, CDM",Derecho,63,48,62,67,51,54
Mohamed Taabouni,17,178,71,CAM,Derecho,77,55,59,70,43,51
Iker Losada Aragunde,17,175,70,"ST, CF",Derecho,70,67,49,66,33,54
Morgan Feeney,20,190,77,CB,Derecho,47,32,33,38,64,67
Tristan Nydam,19,170,60,"CM, LB",Izquierdo,74,51,63,66,60,63
Aaron Anthony Connolly,19,177,77,ST,Derecho,70,64,40,60,20,57
Filippo Melegoni,20,186,74,CM,Derecho,56,55,66,64,55,53
Kyle McAllister,20,175,75,"RM, LM, ST",Izquierdo,84,63,59,67,26,59
Miguel Ángel Nazarit Mina,21,186,79,CB,Derecho,67,29,33,43,61,78
Alberto Rodríguez Baró,21,183,75,CB,Derecho,61,29,42,46,64,58
Davor Lovren,20,172,70,"RM, LM",Izquierdo,75,54,56,69,25,43
Nicholas Pierini,20,176,70,LW,Derecho,74,58,60,66,34,47
Jorge Díaz Price,20,176,65,LM,Derecho,68,63,59,68,42,45
Julien Ponceau,18,170,60,"CAM, RM",Derecho,73,53,60,65,43,53
Franck Evina,18,180,77,"LM, ST, LW",Derecho,82,62,55,66,34,68
Emanuel Aiwu,18,184,77,"CB, RB",Derecho,65,42,50,54,63,68
Muhammed Kiprit,19,182,80,ST,Derecho,67,62,47,60,30,64
Martín Pascual Castillo,19,190,78,CB,Derecho,59,25,39,40,64,58
Aníbal Moreno,20,177,70,"CAM, RM, CM",Derecho,64,58,60,66,42,53
Lucas Ribeiro dos Santos,20,190,80,CB,Derecho,59,26,54,43,64,64
Wesley Fofana,18,185,76,"CB, CDM",Derecho,59,35,44,41,65,66
Arda Kızıldağ,20,187,77,CB,Derecho,66,37,46,51,65,64
Jacob Davenport,20,177,73,"CDM, CM",Izquierdo,65,41,61,60,60,66
Marco Tumminello,20,180,76,ST,Izquierdo,54,67,40,55,37,61
Jens Odgaard,20,188,80,"ST, RW",Izquierdo,64,63,50,64,39,55
Lewis O'Brien,20,173,63,"CM, LW",Izquierdo,64,49,59,66,51,52
Lamine Fomba,21,188,68,"CDM, CM",Derecho,66,46,60,67,64,62
Palko Dárdai,20,180,67,LM,Izquierdo,71,60,54,71,41,41
Ilias Chair,21,173,68,"LM, ST, CAM",Derecho,75,61,58,67,31,47
Jesús Areso Blanco,19,183,70,RB,Derecho,74,30,61,66,59,61
Alasana Manneh,21,170,68,"CM, CDM",Izquierdo,69,60,62,62,59,65
José Alonso Alonso Lara,19,167,60,"RM, LM",Izquierdo,68,59,62,68,33,35
Antonio Moya Vega,21,180,78,"CM, CB",Derecho,62,56,59,66,55,54
Birk Risa,21,188,76,"LB, RW, LW",Izquierdo,78,56,57,63,61,68
João Gervásio Bragança Moutinho,21,182,70,"LB, CB",Derecho,61,24,52,62,65,63
Tobias Christensen,19,178,73,"LM, CAM, RM",Izquierdo,69,54,61,67,37,55
Felix Agu,19,180,66,"LB, RB, LM",Derecho,81,45,59,72,57,53
Ognjen Stijepović,19,185,74,LW,Izquierdo,62,60,64,69,40,39
Vitalie Damașcan,20,180,74,ST,Derecho,65,65,56,61,21,54
Lamine Diaby Fadiga,18,188,82,ST,Izquierdo,66,63,56,63,25,62
Marco Collao,21,173,67,CAM,Derecho,66,58,65,63,36,45
Jordan Teze,19,183,68,"RB, CB",Derecho,78,47,54,61,62,64
Ousseynou Ndiaye,20,184,75,"CAM, CM",Izquierdo,68,53,64,64,48,48
Riccardo Sottil,20,180,70,LW,Derecho,73,60,55,68,33,45
Cyril Ngonge,19,179,65,"ST, LW, RW",Izquierdo,78,61,48,73,31,59
Berat Ayberk Özdemir,21,183,74,CM,Derecho,71,48,63,63,47,61
Robert Ion,18,179,70,CAM,Derecho,63,62,60,65,31,50
Oğuzhan Akgün,17,178,68,ST,Izquierdo,64,66,51,62,24,49
Görkem Sağlam,21,178,72,"CAM, LM, CM",Derecho,73,54,63,66,54,49
Cafer Tosun,19,186,78,"CM, CDM",Derecho,58,58,65,68,53,55
Tomasz Makowski,19,178,76,"CM, CDM",Derecho,70,52,59,64,60,65
Axel Bakayoko,21,179,69,"RW, RB",Derecho,77,59,60,70,54,51
Josh Knight,21,185,78,CB,Derecho,52,35,40,42,64,65
Erhan Mašović,20,189,74,"CB, CDM",Derecho,54,27,47,56,62,65
Renat Dadashov,20,186,81,ST,Derecho,64,64,48,58,24,61
Lukas Daschner,20,182,68,"CAM, RM",Derecho,72,53,59,65,51,62
Hicham Mahou,19,180,77,RW,Derecho,66,63,60,67,33,50
Yusuf Sari,20,168,55,"RM, ST",Izquierdo,78,60,59,67,32,40
Alejandro Centelles Plaza,19,186,78,LB,Izquierdo,66,48,65,66,59,65
Roberto Massimo,18,185,75,RM,Derecho,85,58,54,69,34,58
Nathaniel Atkinson,20,181,72,"RB, RM",Derecho,79,46,59,68,59,71
Timo Stavitski,19,180,78,RW,Derecho,76,59,63,65,27,55
Liam Fraser,21,185,81,"CDM, CM",Derecho,64,35,63,60,57,68
Jaime Sierra Mateos,21,175,63,"CM, CDM",Derecho,49,52,64,61,42,45
Ľubomír Tupta,21,180,72,"ST, LW",Derecho,61,66,52,65,30,52
Achraf El Bouchataoui,19,176,68,"CM, CDM",Derecho,68,50,63,66,53,61
Clément Vidal,19,181,75,CB,Derecho,54,32,41,45,67,58
Sergio Moreno Martínez,20,178,75,"ST, RW, LW",Derecho,73,62,40,61,18,51
Maxime Busi,19,181,75,"RB, RM",Derecho,73,48,56,69,59,65
Baba Fernandes,19,188,82,CB,Derecho,51,30,39,42,64,70
Nicolás Hernández,21,180,73,CB,Izquierdo,59,21,41,42,63,68
Yasin Hamed,19,178,66,"RM, ST",Derecho,92,56,54,63,27,55
Sebastián Cabrera,21,174,68,"LB, LW",Izquierdo,71,38,54,55,60,61
Daniel Vivian Moreno,19,183,78,CB,Derecho,58,36,47,47,63,66
Regan Poole,21,184,74,"CB, CDM",Derecho,67,31,55,58,61,70
Oumar Gonzalez,21,184,86,CB,Derecho,62,28,34,50,62,72
Scott Wharton,21,192,81,CB,Izquierdo,58,29,44,51,62,71
Mats Köhlert,21,168,62,LW,Izquierdo,80,58,53,72,26,40
Angelo Quiñones,20,175,73,"CM, CAM",Derecho,66,45,68,65,45,63
Daniel Anyembe,20,189,77,RB,Derecho,84,45,57,66,57,64
Christián Herc,20,186,73,"CM, CAM",Derecho,63,61,63,65,45,64
Atakan Akkaynak,20,180,77,"CM, CDM",Derecho,60,51,62,65,57,65
Francisco Antonio Figueroa Díaz,20,172,55,"RW, CM",Izquierdo,70,59,59,70,25,39
Luis Marques Almeida Vieira Silva,20,184,81,CB,Izquierdo,64,35,46,51,62,66
Makana Baku,21,177,72,"LM, RM",Izquierdo,91,47,50,69,24,59
Timothy Tillman,20,183,74,"CAM, LW, RW",Derecho,67,50,63,71,29,54
Vesel Demaku,19,180,68,"CDM, CM",Derecho,53,35,55,60,60,68
Fernando Bersano,21,163,67,"LB, LWB",Izquierdo,77,31,49,63,63,50
Víctor López Ibáñez,22,178,71,RM,Derecho,71,55,59,66,56,57
Nazareno Bazan,20,184,74,ST,Derecho,69,67,47,62,28,60
전세진 Se Jin Jeon,19,182,69,"ST, LW",Derecho,86,59,54,66,20,51
Carlo Sickinger,21,183,73,"CB, CDM, CM",Derecho,66,47,56,57,61,69
Carlos Isaac Muñoz Obejero,21,184,74,RB,Derecho,63,28,48,56,64,62
Bartosz Slisz,20,179,70,"CDM, CM",Derecho,67,38,58,57,60,70
Diego Martín Valencia Morello,19,181,68,ST,Derecho,67,61,47,65,25,64
Áron Dobos,19,171,69,RM,Izquierdo,72,62,65,68,22,46
Othman Boussaid,19,166,66,"LW, CAM",Izquierdo,75,55,61,72,33,42
Damien Furtado,22,180,67,LW,Derecho,78,61,53,68,28,52
José Manuel Núñez Martín,21,174,64,"CAM, ST",Derecho,66,52,63,70,41,53
Andrei Lupu,21,172,70,ST,Derecho,64,63,46,61,19,55
Roger Ibañez Da Silva,20,186,80,CB,Derecho,59,32,36,40,66,64
Zourdine Thior,21,170,57,RW,Derecho,76,59,52,69,30,61
Paulino de la Fuente Gómez,22,181,75,"RM, CAM",Izquierdo,68,55,62,67,32,46
Miguel Ángel Gómez López,21,191,78,ST,Derecho,62,63,48,59,26,61
Lucas Queiroz Canteiro,18,167,65,CAM,Derecho,75,54,61,71,31,44
Daniel Molina Orta,23,183,73,"CDM, CAM",Izquierdo,48,59,66,65,61,41
Marlon Torres,23,180,70,CB,Derecho,62,44,45,44,61,74
Kamil Wojtkowski,21,173,66,CAM,Derecho,79,57,62,69,38,57
Jodi Jones,21,177,73,"RM, LM",Izquierdo,87,59,57,69,26,46
Daniel Barlaser,22,184,62,"CM, CDM",Derecho,54,57,64,64,51,47
Jonathan Lewis,22,171,68,"LW, RW",Derecho,72,62,57,70,29,54
Jesús Marimón,20,182,76,"CDM, CM",Derecho,72,55,49,64,63,71
Pablo Sabbag,22,188,82,ST,Izquierdo,55,64,44,58,32,66
Brandon Mason,21,173,70,LB,Izquierdo,81,40,57,62,60,63
José Joaquín Esquivel Martínez,21,177,76,"CDM, CM",Derecho,70,33,55,60,63,66
Christian D'Urso,21,178,74,"CAM, CM",Derecho,66,50,66,65,43,48
Bryan Passi,21,189,78,"CB, CDM",Derecho,46,39,58,54,62,70
Henri Weigelt,21,189,75,CB,Izquierdo,58,27,43,40,65,64
Hamdan Al Shamrani,22,180,77,LB,Izquierdo,84,55,56,65,58,71
Julius Eskesen,20,175,68,"CM, RM",Derecho,75,50,60,67,55,55
Karol Fila,21,180,72,RB,Derecho,81,47,59,59,60,68
Pelayo Suárez López,20,182,84,CB,Derecho,51,30,43,45,63,68
Murilo Cerqueira Paim,22,187,84,CB,Derecho,63,36,44,40,63,66
Yacine Bourhane,20,184,74,CDM,Izquierdo,58,39,59,60,60,67
Ronaldo Vidal Lucena Torrealba,22,167,67,CM,Derecho,68,56,61,65,57,58
Etienne Amenyido,21,180,75,"RM, LM",Derecho,78,58,54,65,38,69
Fatih Aksoy,21,189,78,CB,Derecho,39,35,42,51,65,66
David Martínez,21,182,71,"CB, LB",Izquierdo,64,33,45,46,65,69
Daniel Lajud Martínez,20,176,63,ST,Izquierdo,76,64,57,64,23,58
Dominik Fitz,20,175,67,"CAM, ST, RW",Derecho,70,60,60,66,32,46
Oleksandr Pikhalyonok,22,174,70,CM,Izquierdo,66,52,61,62,48,54
David Alba Fernández,20,180,77,CB,Derecho,44,22,40,39,65,54
Zachary Brault-Guillard,20,171,66,"RB, RWB",Derecho,82,38,55,64,61,69
Derick Osei Yaw,20,187,80,"RW, LW, ST",Derecho,79,62,53,66,33,58
Victor da Silva,19,175,73,RB,Derecho,74,30,58,71,59,64
Evert Linthorst,19,187,81,"CDM, CM",Derecho,69,50,58,63,62,69
Maxime Awoudja,21,188,86,CB,Derecho,60,34,50,41,61,70
Antonio Perera Calderón,22,186,78,CDM,Izquierdo,62,33,60,54,61,68
Bafodé Diakité,18,186,82,"RB, RWB, CB",Derecho,63,38,55,52,65,66
Jaume Grau Ciscar,22,182,67,CM,Izquierdo,62,47,61,64,59,59
Andrés Colorado,20,180,71,CDM,Derecho,72,41,54,63,61,71
Domingos André Ribeiro Almeida,19,174,62,"CM, CDM",Derecho,61,56,60,68,53,57
Ricardo Rodríguez Gil,21,175,70,"CAM, CM",Derecho,67,58,62,64,44,52
Rui Miguel Guerra Perres,21,184,71,CDM,Derecho,67,46,59,64,60,69
Sven Botman,19,193,81,CB,Izquierdo,66,30,42,38,63,72
Luka Štor,20,178,75,ST,Derecho,80,60,54,67,30,61
Ľubomír Šatka,23,188,78,"CB, RB",Derecho,55,29,44,49,64,66
Kean Bryan,22,185,72,CB,Izquierdo,62,51,58,61,61,71
Greg Kiltie,22,173,70,"LM, CAM",Derecho,67,54,61,68,46,62
Conor Chaplin,22,168,69,"ST, CF, CAM",Izquierdo,78,64,54,64,35,61
Marc Bola,21,185,78,LB,Izquierdo,76,33,53,62,60,68
Gianluca Scamacca,20,195,80,ST,Derecho,51,65,49,63,34,64
Courtney Senior,22,176,64,"RM, LM",Derecho,90,55,53,69,34,51
Álvaro Angulo,22,173,68,LB,Izquierdo,92,31,54,64,54,62
Michael Gómez,22,185,70,ST,Derecho,71,61,43,63,30,62
Marcin Listkowski,21,178,68,"RM, ST, CAM",Derecho,77,56,58,70,33,56
Luca de la Torre,21,178,68,CAM,Izquierdo,66,49,61,68,40,41
Brandon Hanlan,22,182,83,ST,Derecho,85,61,47,63,31,74
Anthony Ralston,20,178,76,RB,Derecho,72,42,55,63,63,73
Ross Sykes,20,196,73,CB,Derecho,62,30,40,48,62,72
Bruno Morgado,21,176,65,"LWB, LM, LB",Izquierdo,69,58,63,63,61,53
Randal Kolo-Muani,20,187,73,"ST, RW, LW",Derecho,66,63,49,65,26,52
강지훈 Ji Hoon Kang,22,177,66,RB,Derecho,79,59,54,64,61,55
Orestis Kiomourtzoglou,21,188,75,"CDM, CM",Derecho,67,39,52,55,63,74
Alexander Laukart,20,183,74,CAM,Izquierdo,73,59,60,65,46,59
Brian Figueroa,20,176,72,LM,Derecho,67,59,60,65,26,56
Elvis Bwomono,20,183,72,"RB, RWB",Derecho,84,42,55,63,60,66
Tijjani Reijnders,20,185,73,"CM, CAM",Derecho,76,57,63,68,52,58
Oleg Reabciuk,21,180,72,LB,Izquierdo,74,30,50,65,60,60
Sean McLoughlin,22,191,78,CB,Izquierdo,54,31,49,54,62,70
橋岡 大樹,20,182,75,RM,Derecho,73,53,56,63,49,75
Ersin Zehir,21,183,78,CDM,Derecho,66,38,55,59,63,65
Christopher Mueller,22,175,74,"RM, ST",Derecho,81,60,55,66,25,53
Miguel Ángel Rubio Lestan,21,191,86,CB,Derecho,40,27,35,36,62,64
Dylan Wenzel-Halls,21,175,70,ST,Derecho,80,64,48,64,24,56
Filippo Sgarbi,21,191,84,CB,Derecho,62,29,37,36,64,69
Victor Luiz Prestes Filho,21,177,74,LB,Izquierdo,79,41,52,67,58,60
Andrea Bussaglia,22,172,69,"CAM, CM, LW",Derecho,78,58,60,69,42,51
Morten Hjulmand,20,185,78,CM,Derecho,61,49,60,62,59,66
Paolo Medina,20,177,66,RB,Derecho,79,37,58,62,61,56
Nico Schlotterbeck,19,191,86,CB,Derecho,58,29,39,39,65,65
Mücahit Akçay,21,182,79,ST,Izquierdo,68,64,50,64,19,55
Gabriel Simion,21,179,75,"RB, CM",Derecho,83,27,55,59,59,55
Radu Boboc,20,180,75,RB,Derecho,78,32,48,66,62,55
Miguel Marí Sánchez,22,185,73,"CM, CAM",Derecho,61,50,64,63,50,51
Dirk Abels,22,179,77,"CB, RB",Derecho,55,26,36,46,64,66
Ivann Botella,20,181,75,ST,Derecho,67,63,44,58,20,66
渡辺 皓太,20,165,61,"CAM, CM, CDM",Derecho,66,51,63,68,52,49
Mark  O'Hara,23,183,74,CM,Derecho,71,53,61,64,53,73
Mikael Norø Ingebrigtsen,22,170,68,"RW, ST, RM",Izquierdo,82,62,54,68,42,53
Gedion Zelalem,22,180,70,"CM, CAM, CDM",Derecho,55,50,66,66,44,53
Runar Espejord,23,189,86,ST,Derecho,62,62,49,58,29,64
Kyle Dempsey,23,178,75,CM,Derecho,71,57,65,66,42,65
Connor Ogilvie,23,184,82,"CB, LB",Izquierdo,67,36,57,61,64,66
Néstor Adriel Breitenbruch,23,177,75,"RB, CB",Derecho,64,39,54,55,61,72
Patrick Pflücke,22,170,66,CAM,Izquierdo,78,58,59,71,27,42
Andy Cannon,23,176,74,"CM, RB, RM",Derecho,77,50,62,66,60,67
Maurice Litka,23,180,67,"CAM, RM, LM",Izquierdo,74,59,57,68,36,47
